Cell#,Cascade ID,Switch,NEID,Repoll#,Latitude,Longitude,BTS Manufacturer,Sector,Azimuth,CDR Status,,,,,,,,,,,,,,,
2,AL25XC003,ALB-ALBANY-MSC_1,10,277,42.681317,-73.755353,Lucent,1,30,Active,,,,,,,,,,,,,,,
2,AL25XC003,ALB-ALBANY-MSC_1,10,277,42.681317,-73.755353,Lucent,2,180,Active,,,,,,,,,,,,,,,
2,AL25XC003,ALB-ALBANY-MSC_1,10,277,42.681317,-73.755353,Lucent,3,300,Active,,,,,,,,,,,,,,,
3,AL33XC380,ALB-ALBANY-MSC_1,10,277,43.303333,-73.738333,Lucent,1,30,Active,,,,,,,,,,,,,,,
3,AL33XC380,ALB-ALBANY-MSC_1,10,277,43.303333,-73.738333,Lucent,2,90,Active,,,,,,,,,,,,,,,
3,AL33XC380,ALB-ALBANY-MSC_1,10,277,43.303333,-73.738333,Lucent,3,150,Active,,,,,,,,,,,,,,,
4,AL43XC632,ALB-ALBANY-MSC_1,10,277,44.955117,-73.458333,Lucent,1,0,Active,,,,,,,,,,,,,,,
4,AL43XC632,ALB-ALBANY-MSC_1,10,277,44.955117,-73.458333,Lucent,2,80,Active,,,,,,,,,,,,,,,
4,AL43XC632,ALB-ALBANY-MSC_1,10,277,44.955117,-73.458333,Lucent,3,180,Active,,,,,,,,,,,,,,,
5,AL43XC634,ALB-ALBANY-MSC_1,10,277,44.6584,-73.484,Lucent,1,3,Active,,,,,,,,,,,,,,,
5,AL43XC634,ALB-ALBANY-MSC_1,10,277,44.6584,-73.484,Lucent,2,90,Active,,,,,,,,,,,,,,,
5,AL43XC634,ALB-ALBANY-MSC_1,10,277,44.6584,-73.484,Lucent,3,180,Active,,,,,,,,,,,,,,,
6,AL25XC020,ALB-ALBANY-MSC_1,10,277,42.749411,-73.764306,Lucent,1,0,Active,,,,,,,,,,,,,,,
6,AL25XC020,ALB-ALBANY-MSC_1,10,277,42.749411,-73.764306,Lucent,2,100,Active,,,,,,,,,,,,,,,
6,AL25XC020,ALB-ALBANY-MSC_1,10,277,42.749411,-73.764306,Lucent,3,200,Active,,,,,,,,,,,,,,,
7,AL43XC635,ALB-ALBANY-MSC_1,10,277,44.574305,-73.52333,Lucent,1,35,Active,,,,,,,,,,,,,,,
7,AL43XC635,ALB-ALBANY-MSC_1,10,277,44.574305,-73.52333,Lucent,2,160,Active,,,,,,,,,,,,,,,
7,AL43XC635,ALB-ALBANY-MSC_1,10,277,44.574305,-73.52333,Lucent,3,275,Active,,,,,,,,,,,,,,,
8,AL43XC677,ALB-ALBANY-MSC_1,10,277,42.857777,-73.389722,Lucent,1,60,Active,,,,,,,,,,,,,,,
8,AL43XC677,ALB-ALBANY-MSC_1,10,277,42.857777,-73.389722,Lucent,2,190,Active,,,,,,,,,,,,,,,
9,AL53XC817,ALB-ALBANY-MSC_1,10,277,42.775139,-73.67766,Lucent,1,20,Active,,,,,,,,,,,,,,,
9,AL53XC817,ALB-ALBANY-MSC_1,10,277,42.775139,-73.67766,Lucent,2,180,Active,,,,,,,,,,,,,,,
9,AL53XC817,ALB-ALBANY-MSC_1,10,277,42.775139,-73.67766,Lucent,3,270,Active,,,,,,,,,,,,,,,
10,AL43XC753,ALB-ALBANY-MSC_1,10,277,44.52525,-73.518058,Lucent,1,70,Active,,,,,,,,,,,,,,,
10,AL43XC753,ALB-ALBANY-MSC_1,10,277,44.52525,-73.518058,Lucent,2,150,Active,,,,,,,,,,,,,,,
10,AL43XC753,ALB-ALBANY-MSC_1,10,277,44.52525,-73.518058,Lucent,3,270,Active,,,,,,,,,,,,,,,
11,AB75XC100,ALB-ALBANY-MSC_1,10,277,43.077083,-73.771528,Lucent,1,60,Active,,,,,,,,,,,,,,,
11,AB75XC100,ALB-ALBANY-MSC_1,10,277,43.077083,-73.771528,Lucent,2,160,Active,,,,,,,,,,,,,,,
11,AB75XC100,ALB-ALBANY-MSC_1,10,277,43.077083,-73.771528,Lucent,3,240,Active,,,,,,,,,,,,,,,
12,AL53XC864,ALB-ALBANY-MSC_1,10,277,42.7086,-73.664445,Lucent,1,100,Active,,,,,,,,,,,,,,,
12,AL53XC864,ALB-ALBANY-MSC_1,10,277,42.7086,-73.664445,Lucent,2,210,Active,,,,,,,,,,,,,,,
12,AL53XC864,ALB-ALBANY-MSC_1,10,277,42.7086,-73.664445,Lucent,3,330,Active,,,,,,,,,,,,,,,
13,AB75XC107,ALB-ALBANY-MSC_1,10,277,43.414726,-73.714238,Lucent,1,10,Active,,,,,,,,,,,,,,,
13,AB75XC107,ALB-ALBANY-MSC_1,10,277,43.414726,-73.714238,Lucent,2,70,Active,,,,,,,,,,,,,,,
13,AB75XC107,ALB-ALBANY-MSC_1,10,277,43.414726,-73.714238,Lucent,3,150,Active,,,,,,,,,,,,,,,
14,AL23XC304,ALB-ALBANY-MSC_1,10,277,42.692778,-73.865,Lucent,1,20,Active,,,,,,,,,,,,,,,
14,AL23XC304,ALB-ALBANY-MSC_1,10,277,42.692778,-73.865,Lucent,2,150,Active,,,,,,,,,,,,,,,
