Cell#,Cascade ID,Switch,NEID,Repoll#,Latitude,Longitude,BTS Manufacturer,Sector,Azimuth,CDR Status,,,,,,,,,,,,,,,
1,PL03XC001,PHL-PHILADELPHIA 1,26,230,40.016111,-75.151944,Lucent,1,30,Active,,,,,,,,,,,,,,,
1,PL03XC001,PHL-PHILADELPHIA 1,26,230,40.016111,-75.151944,Lucent,2,190,Active,,,,,,,,,,,,,,,
1,PL03XC001,PHL-PHILADELPHIA 1,26,230,40.016111,-75.151944,Lucent,3,300,Active,,,,,,,,,,,,,,,
2,PL03XC002,PHL-PHILADELPHIA 1,26,230,40.038056,-75.145,Lucent,1,40,Active,,,,,,,,,,,,,,,
2,PL03XC002,PHL-PHILADELPHIA 1,26,230,40.038056,-75.145,Lucent,2,155,Active,,,,,,,,,,,,,,,
2,PL03XC002,PHL-PHILADELPHIA 1,26,230,40.038056,-75.145,Lucent,3,285,Active,,,,,,,,,,,,,,,
3,PL03XC003,PHL-PHILADELPHIA 1,26,230,40.030833,-75.186389,Lucent,1,80,Active,,,,,,,,,,,,,,,
3,PL03XC003,PHL-PHILADELPHIA 1,26,230,40.030833,-75.186389,Lucent,2,180,Active,,,,,,,,,,,,,,,
3,PL03XC003,PHL-PHILADELPHIA 1,26,230,40.030833,-75.186389,Lucent,3,300,Active,,,,,,,,,,,,,,,
4,PL60XC021,PHL-PHILADELPHIA 1,26,230,39.961417,-75.199805,Lucent,1,40,Active,,,,,,,,,,,,,,,
4,PL60XC021,PHL-PHILADELPHIA 1,26,230,39.961417,-75.199805,Lucent,2,150,Active,,,,,,,,,,,,,,,
4,PL60XC021,PHL-PHILADELPHIA 1,26,230,39.961417,-75.199805,Lucent,3,270,Active,,,,,,,,,,,,,,,
5,PL60XC290,PHL-PHILADELPHIA 1,26,230,39.859392,-75.364367,Lucent,1,10,Active,,,,,,,,,,,,,,,
5,PL60XC290,PHL-PHILADELPHIA 1,26,230,39.859392,-75.364367,Lucent,2,130,Active,,,,,,,,,,,,,,,
5,PL60XC290,PHL-PHILADELPHIA 1,26,230,39.859392,-75.364367,Lucent,3,250,Active,,,,,,,,,,,,,,,
6,PL03XC006,PHL-PHILADELPHIA 1,26,230,39.994167,-75.153889,Lucent,1,0,Active,,,,,,,,,,,,,,,
6,PL03XC006,PHL-PHILADELPHIA 1,26,230,39.994167,-75.153889,Lucent,2,120,Active,,,,,,,,,,,,,,,
6,PL03XC006,PHL-PHILADELPHIA 1,26,230,39.994167,-75.153889,Lucent,3,265,Active,,,,,,,,,,,,,,,
7,PL60XC005,PHL-PHILADELPHIA 1,26,230,39.9536,-75.15315,Lucent,1,350,Active,,,,,,,,,,,,,,,
7,PL60XC005,PHL-PHILADELPHIA 1,26,230,39.9536,-75.15315,Lucent,2,110,Active,,,,,,,,,,,,,,,
7,PL60XC005,PHL-PHILADELPHIA 1,26,230,39.9536,-75.15315,Lucent,3,260,Active,,,,,,,,,,,,,,,
8,PL60XC291,PHL-PHILADELPHIA 1,26,230,39.920916,-75.388089,Lucent,1,60,Active,,,,,,,,,,,,,,,
8,PL60XC291,PHL-PHILADELPHIA 1,26,230,39.920916,-75.388089,Lucent,2,180,Active,,,,,,,,,,,,,,,
8,PL60XC291,PHL-PHILADELPHIA 1,26,230,39.920916,-75.388089,Lucent,3,300,Active,,,,,,,,,,,,,,,
9,PL03XC009,PHL-PHILADELPHIA 1,26,230,39.953889,-75.158056,Lucent,1,50,Active,,,,,,,,,,,,,,,
9,PL03XC009,PHL-PHILADELPHIA 1,26,230,39.953889,-75.158056,Lucent,2,192,Active,,,,,,,,,,,,,,,
9,PL03XC009,PHL-PHILADELPHIA 1,26,230,39.953889,-75.158056,Lucent,3,300,Active,,,,,,,,,,,,,,,
10,PL60XC293,PHL-PHILADELPHIA 1,26,230,39.886036,-75.328272,Lucent,1,340,Active,,,,,,,,,,,,,,,
10,PL60XC293,PHL-PHILADELPHIA 1,26,230,39.886036,-75.328272,Lucent,2,140,Active,,,,,,,,,,,,,,,
10,PL60XC293,PHL-PHILADELPHIA 1,26,230,39.886036,-75.328272,Lucent,3,220,Active,,,,,,,,,,,,,,,
11,PL03XC011,PHL-PHILADELPHIA 1,26,230,39.948333,-75.165,Lucent,1,64,Active,,,,,,,,,,,,,,,
11,PL03XC011,PHL-PHILADELPHIA 1,26,230,39.948333,-75.165,Lucent,2,180,Active,,,,,,,,,,,,,,,
11,PL03XC011,PHL-PHILADELPHIA 1,26,230,39.948333,-75.165,Lucent,3,322,Active,,,,,,,,,,,,,,,
12,PL03XC012,PHL-PHILADELPHIA 1,26,230,39.924722,-75.170833,Lucent,1,60,Active,,,,,,,,,,,,,,,
12,PL03XC012,PHL-PHILADELPHIA 1,26,230,39.924722,-75.170833,Lucent,2,160,Active,,,,,,,,,,,,,,,
12,PL03XC012,PHL-PHILADELPHIA 1,26,230,39.924722,-75.170833,Lucent,3,300,Active,,,,,,,,,,,,,,,
13,PL03XC013,PHL-PHILADELPHIA 1,26,230,39.945556,-75.187222,Lucent,1,100,Active,,,,,,,,,,,,,,,
13,PL03XC013,PHL-PHILADELPHIA 1,26,230,39.945556,-75.187222,Lucent,2,245,Active,,,,,,,,,,,,,,,
13,PL03XC013,PHL-PHILADELPHIA 1,26,230,39.945556,-75.187222,Lucent,3,340,Active,,,,,,,,,,,,,,,
14,PL03XC014,PHL-PHILADELPHIA 1,26,230,39.958889,-75.146111,Lucent,1,20,Active,,,,,,,,,,,,,,,
14,PL03XC014,PHL-PHILADELPHIA 1,26,230,39.958889,-75.146111,Lucent,2,180,Active,,,,,,,,,,,,,,,
14,PL03XC014,PHL-PHILADELPHIA 1,26,230,39.958889,-75.146111,Lucent,3,300,Active,,,,,,,,,,,,,,,
15,PL03XC015,PHL-PHILADELPHIA 1,26,230,39.965833,-75.133056,Lucent,1,40,Active,,,,,,,,,,,,,,,
15,PL03XC015,PHL-PHILADELPHIA 1,26,230,39.965833,-75.133056,Lucent,2,190,Active,,,,,,,,,,,,,,,
15,PL03XC015,PHL-PHILADELPHIA 1,26,230,39.965833,-75.133056,Lucent,3,280,Active,,,,,,,,,,,,,,,
16,PL55XC310,PHL-PHILADELPHIA 1,26,230,39.966075,-75.178283,Lucent,1,340,Active,,,,,,,,,,,,,,,
16,PL55XC310,PHL-PHILADELPHIA 1,26,230,39.966075,-75.178283,Lucent,2,180,Active,,,,,,,,,,,,,,,
