Cell#,Cascade ID,Switch,NEID,Repoll#,Latitude,Longitude,BTS Manufacturer,Sector,Azimuth,CDR Status,,,,,,,,,,,,,,,
1,WA03SH001,EDN-EDINBURG-MSC_1,63,120,38.90608,-78.121111,Lucent,1,75,Active,,,,,,,,,,,,,,,
1,WA03SH001,EDN-EDINBURG-MSC_1,63,120,38.90608,-78.121111,Lucent,2,290,Active,,,,,,,,,,,,,,,
1,WA03SH001,EDN-EDINBURG-MSC_1,63,120,38.90608,-78.121111,Lucent,3,340,Active,,,,,,,,,,,,,,,
2,WA03SH003,EDN-EDINBURG-MSC_1,63,120,38.99441,-78.25851,Lucent,1,20,Active,,,,,,,,,,,,,,,
2,WA03SH003,EDN-EDINBURG-MSC_1,63,120,38.99441,-78.25851,Lucent,2,140,Active,,,,,,,,,,,,,,,
2,WA03SH003,EDN-EDINBURG-MSC_1,63,120,38.99441,-78.25851,Lucent,3,270,Active,,,,,,,,,,,,,,,
3,WA03SH004,EDN-EDINBURG-MSC_1,63,120,39.54069,-77.60682,Lucent,1,170,Active,,,,,,,,,,,,,,,
3,WA03SH004,EDN-EDINBURG-MSC_1,63,120,39.54069,-77.60682,Lucent,2,290,Active,,,,,,,,,,,,,,,
3,WA03SH004,EDN-EDINBURG-MSC_1,63,120,39.54069,-77.60682,Lucent,3,10,Active,,,,,,,,,,,,,,,
4,WA03SH005,EDN-EDINBURG-MSC_1,63,120,39.59459,-77.6659,Lucent,1,20,Active,,,,,,,,,,,,,,,
4,WA03SH005,EDN-EDINBURG-MSC_1,63,120,39.59459,-77.6659,Lucent,2,135,Active,,,,,,,,,,,,,,,
4,WA03SH005,EDN-EDINBURG-MSC_1,63,120,39.59459,-77.6659,Lucent,3,260,Active,,,,,,,,,,,,,,,
5,WA03SH006,EDN-EDINBURG-MSC_1,63,120,39.62466,-77.7084,Lucent,1,30,Active,,,,,,,,,,,,,,,
5,WA03SH006,EDN-EDINBURG-MSC_1,63,120,39.62466,-77.7084,Lucent,2,130,Active,,,,,,,,,,,,,,,
5,WA03SH006,EDN-EDINBURG-MSC_1,63,120,39.62466,-77.7084,Lucent,3,260,Active,,,,,,,,,,,,,,,
6,WA03SH009,EDN-EDINBURG-MSC_1,63,120,39.90793,-77.63531,Lucent,1,0,Active,,,,,,,,,,,,,,,
6,WA03SH009,EDN-EDINBURG-MSC_1,63,120,39.90793,-77.63531,Lucent,2,110,Active,,,,,,,,,,,,,,,
6,WA03SH009,EDN-EDINBURG-MSC_1,63,120,39.90793,-77.63531,Lucent,3,240,Active,,,,,,,,,,,,,,,
7,WA03SH011,EDN-EDINBURG-MSC_1,63,120,39.791944,-77.708333,Lucent,1,0,Active,,,,,,,,,,,,,,,
7,WA03SH011,EDN-EDINBURG-MSC_1,63,120,39.791944,-77.708333,Lucent,2,120,Active,,,,,,,,,,,,,,,
7,WA03SH011,EDN-EDINBURG-MSC_1,63,120,39.791944,-77.708333,Lucent,3,270,Active,,,,,,,,,,,,,,,
8,WA03SH012,EDN-EDINBURG-MSC_1,63,120,39.74561,-77.72919,Lucent,1,350,Active,,,,,,,,,,,,,,,
8,WA03SH012,EDN-EDINBURG-MSC_1,63,120,39.74561,-77.72919,Lucent,2,125,Active,,,,,,,,,,,,,,,
8,WA03SH012,EDN-EDINBURG-MSC_1,63,120,39.74561,-77.72919,Lucent,3,235,Active,,,,,,,,,,,,,,,
9,WA03SH013,EDN-EDINBURG-MSC_1,63,120,39.667811,-77.73385,Lucent,1,10,Active,,,,,,,,,,,,,,,
9,WA03SH013,EDN-EDINBURG-MSC_1,63,120,39.667811,-77.73385,Lucent,2,130,Active,,,,,,,,,,,,,,,
9,WA03SH013,EDN-EDINBURG-MSC_1,63,120,39.667811,-77.73385,Lucent,3,230,Active,,,,,,,,,,,,,,,
10,WA03SH014,EDN-EDINBURG-MSC_1,63,120,39.61061,-77.78169,Lucent,1,25,Active,,,,,,,,,,,,,,,
10,WA03SH014,EDN-EDINBURG-MSC_1,63,120,39.61061,-77.78169,Lucent,2,140,Active,,,,,,,,,,,,,,,
10,WA03SH014,EDN-EDINBURG-MSC_1,63,120,39.61061,-77.78169,Lucent,3,240,Active,,,,,,,,,,,,,,,
11,WA03SH015,EDN-EDINBURG-MSC_1,63,120,39.58072,-77.86816,Lucent,1,110,Active,,,,,,,,,,,,,,,
11,WA03SH015,EDN-EDINBURG-MSC_1,63,120,39.58072,-77.86816,Lucent,2,250,Active,,,,,,,,,,,,,,,
11,WA03SH015,EDN-EDINBURG-MSC_1,63,120,39.58072,-77.86816,Lucent,3,330,Active,,,,,,,,,,,,,,,
12,WA03SH016,EDN-EDINBURG-MSC_1,63,120,39.52695,-77.93083,Lucent,1,60,Active,,,,,,,,,,,,,,,
12,WA03SH016,EDN-EDINBURG-MSC_1,63,120,39.52695,-77.93083,Lucent,2,190,Active,,,,,,,,,,,,,,,
12,WA03SH016,EDN-EDINBURG-MSC_1,63,120,39.52695,-77.93083,Lucent,3,220,Active,,,,,,,,,,,,,,,
13,WA03SH017,EDN-EDINBURG-MSC_1,63,120,39.475833,-77.987778,Lucent,1,30,Active,,,,,,,,,,,,,,,
13,WA03SH017,EDN-EDINBURG-MSC_1,63,120,39.475833,-77.987778,Lucent,2,120,Active,,,,,,,,,,,,,,,
13,WA03SH017,EDN-EDINBURG-MSC_1,63,120,39.475833,-77.987778,Lucent,3,215,Active,,,,,,,,,,,,,,,
14,WA03SH018,EDN-EDINBURG-MSC_1,63,120,39.37694,-78.034167,Lucent,1,50,Active,,,,,,,,,,,,,,,
14,WA03SH018,EDN-EDINBURG-MSC_1,63,120,39.37694,-78.034167,Lucent,2,110,Active,,,,,,,,,,,,,,,
14,WA03SH018,EDN-EDINBURG-MSC_1,63,120,39.37694,-78.034167,Lucent,3,245,Active,,,,,,,,,,,,,,,
15,WA03SH020,EDN-EDINBURG-MSC_1,63,120,39.275164,-78.11529,Lucent,1,40,Active,,,,,,,,,,,,,,,
15,WA03SH020,EDN-EDINBURG-MSC_1,63,120,39.275164,-78.11529,Lucent,2,140,Active,,,,,,,,,,,,,,,
15,WA03SH020,EDN-EDINBURG-MSC_1,63,120,39.275164,-78.11529,Lucent,3,250,Active,,,,,,,,,,,,,,,
16,WA03SH021,EDN-EDINBURG-MSC_1,63,120,39.199269,-78.169214,Lucent,1,40,Active,,,,,,,,,,,,,,,
16,WA03SH021,EDN-EDINBURG-MSC_1,63,120,39.199269,-78.169214,Lucent,2,185,Active,,,,,,,,,,,,,,,
16,WA03SH021,EDN-EDINBURG-MSC_1,63,120,39.199269,-78.169214,Lucent,3,290,Active,,,,,,,,,,,,,,,
17,WA03SH022,EDN-EDINBURG-MSC_1,63,120,39.11835,-78.2009,Lucent,1,70,Active,,,,,,,,,,,,,,,
17,WA03SH022,EDN-EDINBURG-MSC_1,63,120,39.11835,-78.2009,Lucent,2,220,Active,,,,,,,,,,,,,,,
17,WA03SH022,EDN-EDINBURG-MSC_1,63,120,39.11835,-78.2009,Lucent,3,5,Active,,,,,,,,,,,,,,,
18,WA03SH024,EDN-EDINBURG-MSC_1,63,120,39.01062,-78.32938,Lucent,1,30,Active,,,,,,,,,,,,,,,
18,WA03SH024,EDN-EDINBURG-MSC_1,63,120,39.01062,-78.32938,Lucent,2,150,Active,,,,,,,,,,,,,,,
18,WA03SH024,EDN-EDINBURG-MSC_1,63,120,39.01062,-78.32938,Lucent,3,265,Active,,,,,,,,,,,,,,,
19,WA03SH025,EDN-EDINBURG-MSC_1,63,120,38.96604,-78.44196,Lucent,1,80,Active,,,,,,,,,,,,,,,
19,WA03SH025,EDN-EDINBURG-MSC_1,63,120,38.96604,-78.44196,Lucent,2,180,Active,,,,,,,,,,,,,,,
19,WA03SH025,EDN-EDINBURG-MSC_1,63,120,38.96604,-78.44196,Lucent,3,230,Active,,,,,,,,,,,,,,,
20,WA03SH026,EDN-EDINBURG-MSC_1,63,120,38.86583,-78.5475,Lucent,1,70,Active,,,,,,,,,,,,,,,
20,WA03SH026,EDN-EDINBURG-MSC_1,63,120,38.86583,-78.5475,Lucent,2,190,Active,,,,,,,,,,,,,,,
20,WA03SH026,EDN-EDINBURG-MSC_1,63,120,38.86583,-78.5475,Lucent,3,300,Active,,,,,,,,,,,,,,,
21,WA03SH027,EDN-EDINBURG-MSC_1,63,120,38.84163,-78.56782,Lucent,1,60,Active,,,,,,,,,,,,,,,
21,WA03SH027,EDN-EDINBURG-MSC_1,63,120,38.84163,-78.56782,Lucent,2,180,Active,,,,,,,,,,,,,,,
21,WA03SH027,EDN-EDINBURG-MSC_1,63,120,38.84163,-78.56782,Lucent,3,260,Active,,,,,,,,,,,,,,,
22,WA03SH028,EDN-EDINBURG-MSC_1,63,120,38.77103,-78.63085,Lucent,1,35,Active,,,,,,,,,,,,,,,
22,WA03SH028,EDN-EDINBURG-MSC_1,63,120,38.77103,-78.63085,Lucent,2,150,Active,,,,,,,,,,,,,,,
22,WA03SH028,EDN-EDINBURG-MSC_1,63,120,38.77103,-78.63085,Lucent,3,245,Active,,,,,,,,,,,,,,,
23,WA03SH030,EDN-EDINBURG-MSC_1,63,120,38.61795,-78.7105,Lucent,1,100,Active,,,,,,,,,,,,,,,
23,WA03SH030,EDN-EDINBURG-MSC_1,63,120,38.61795,-78.7105,Lucent,2,220,Active,,,,,,,,,,,,,,,
23,WA03SH030,EDN-EDINBURG-MSC_1,63,120,38.61795,-78.7105,Lucent,3,335,Active,,,,,,,,,,,,,,,
24,WA03SH031,EDN-EDINBURG-MSC_1,63,120,38.4748,-78.8073,Lucent,1,25,Active,,,,,,,,,,,,,,,
24,WA03SH031,EDN-EDINBURG-MSC_1,63,120,38.4748,-78.8073,Lucent,2,140,Active,,,,,,,,,,,,,,,
24,WA03SH031,EDN-EDINBURG-MSC_1,63,120,38.4748,-78.8073,Lucent,3,250,Active,,,,,,,,,,,,,,,
25,WA03SH033,EDN-EDINBURG-MSC_1,63,120,38.43471,-78.89366,Lucent,1,65,Active,,,,,,,,,,,,,,,
25,WA03SH033,EDN-EDINBURG-MSC_1,63,120,38.43471,-78.89366,Lucent,2,200,Active,,,,,,,,,,,,,,,
25,WA03SH033,EDN-EDINBURG-MSC_1,63,120,38.43471,-78.89366,Lucent,3,270,Active,,,,,,,,,,,,,,,
26,WA03SH059,EDN-EDINBURG-MSC_1,63,120,39.11753,-77.97225,Lucent,1,0,Active,,,,,,,,,,,,,,,
26,WA03SH059,EDN-EDINBURG-MSC_1,63,120,39.11753,-77.97225,Lucent,2,80,Active,,,,,,,,,,,,,,,
26,WA03SH059,EDN-EDINBURG-MSC_1,63,120,39.11753,-77.97225,Lucent,3,270,Active,,,,,,,,,,,,,,,
27,WA03SH080,EDN-EDINBURG-MSC_1,63,120,38.92278,-78.19444,Lucent,1,15,Active,,,,,,,,,,,,,,,
27,WA03SH080,EDN-EDINBURG-MSC_1,63,120,38.92278,-78.19444,Lucent,2,135,Active,,,,,,,,,,,,,,,
27,WA03SH080,EDN-EDINBURG-MSC_1,63,120,38.92278,-78.19444,Lucent,3,255,Active,,,,,,,,,,,,,,,
28,WA03SH082,EDN-EDINBURG-MSC_1,63,120,38.99181,-78.36083,Lucent,1,0,Active,,,,,,,,,,,,,,,
28,WA03SH082,EDN-EDINBURG-MSC_1,63,120,38.99181,-78.36083,Lucent,2,120,Active,,,,,,,,,,,,,,,
28,WA03SH082,EDN-EDINBURG-MSC_1,63,120,38.99181,-78.36083,Lucent,3,240,Active,,,,,,,,,,,,,,,
29,WA03SH083,EDN-EDINBURG-MSC_1,63,120,38.87806,-78.5075,Lucent,1,0,Active,,,,,,,,,,,,,,,
29,WA03SH083,EDN-EDINBURG-MSC_1,63,120,38.87806,-78.5075,Lucent,2,120,Active,,,,,,,,,,,,,,,
29,WA03SH083,EDN-EDINBURG-MSC_1,63,120,38.87806,-78.5075,Lucent,3,240,Active,,,,,,,,,,,,,,,
30,WA03SH086,EDN-EDINBURG-MSC_1,63,120,39.16,-78.15519,Lucent,1,0,Active,,,,,,,,,,,,,,,
30,WA03SH086,EDN-EDINBURG-MSC_1,63,120,39.16,-78.15519,Lucent,2,120,Active,,,,,,,,,,,,,,,
30,WA03SH086,EDN-EDINBURG-MSC_1,63,120,39.16,-78.15519,Lucent,3,240,Active,,,,,,,,,,,,,,,
31,WA05SH092,EDN-EDINBURG-MSC_1,63,120,39.15298,-78.20388,Lucent,1,60,Active,,,,,,,,,,,,,,,
31,WA05SH092,EDN-EDINBURG-MSC_1,63,120,39.15298,-78.20388,Lucent,2,210,Active,,,,,,,,,,,,,,,
31,WA05SH092,EDN-EDINBURG-MSC_1,63,120,39.15298,-78.20388,Lucent,3,330,Active,,,,,,,,,,,,,,,
32,WA03SH101,EDN-EDINBURG-MSC_1,63,120,39.17958,-78.08208,Lucent,1,100,Active,,,,,,,,,,,,,,,
32,WA03SH101,EDN-EDINBURG-MSC_1,63,120,39.17958,-78.08208,Lucent,2,185,Active,,,,,,,,,,,,,,,
32,WA03SH101,EDN-EDINBURG-MSC_1,63,120,39.17958,-78.08208,Lucent,3,290,Active,,,,,,,,,,,,,,,
33,WA03SH102,EDN-EDINBURG-MSC_1,63,120,39.06611,-78.22861,Lucent,1,15,Active,,,,,,,,,,,,,,,
33,WA03SH102,EDN-EDINBURG-MSC_1,63,120,39.06611,-78.22861,Lucent,2,135,Active,,,,,,,,,,,,,,,
33,WA03SH102,EDN-EDINBURG-MSC_1,63,120,39.06611,-78.22861,Lucent,3,255,Active,,,,,,,,,,,,,,,
34,WA03SH103,EDN-EDINBURG-MSC_1,63,120,38.679,-78.65807,Lucent,1,15,Active,,,,,,,,,,,,,,,
34,WA03SH103,EDN-EDINBURG-MSC_1,63,120,38.679,-78.65807,Lucent,2,190,Active,,,,,,,,,,,,,,,
34,WA03SH103,EDN-EDINBURG-MSC_1,63,120,38.679,-78.65807,Lucent,3,270,Active,,,,,,,,,,,,,,,
35,WA03SH104,EDN-EDINBURG-MSC_1,63,120,38.528139,-78.782583,Lucent,1,15,Active,,,,,,,,,,,,,,,
35,WA03SH104,EDN-EDINBURG-MSC_1,63,120,38.528139,-78.782583,Lucent,2,135,Active,,,,,,,,,,,,,,,
35,WA03SH104,EDN-EDINBURG-MSC_1,63,120,38.528139,-78.782583,Lucent,3,255,Active,,,,,,,,,,,,,,,
36,WA03SH105,EDN-EDINBURG-MSC_1,63,120,38.95553,-78.19997,Lucent,1,30,Active,,,,,,,,,,,,,,,
36,WA03SH105,EDN-EDINBURG-MSC_1,63,120,38.95553,-78.19997,Lucent,2,150,Active,,,,,,,,,,,,,,,
36,WA03SH105,EDN-EDINBURG-MSC_1,63,120,38.95553,-78.19997,Lucent,3,270,Active,,,,,,,,,,,,,,,
37,WA03SH106,EDN-EDINBURG-MSC_1,63,120,39.33205,-78.07005,Lucent,1,15,Active,,,,,,,,,,,,,,,
37,WA03SH106,EDN-EDINBURG-MSC_1,63,120,39.33205,-78.07005,Lucent,2,110,Active,,,,,,,,,,,,,,,
37,WA03SH106,EDN-EDINBURG-MSC_1,63,120,39.33205,-78.07005,Lucent,3,210,Active,,,,,,,,,,,,,,,
38,WA03SH107,EDN-EDINBURG-MSC_1,63,120,38.90277,-78.50972,Lucent,1,15,Active,,,,,,,,,,,,,,,
38,WA03SH107,EDN-EDINBURG-MSC_1,63,120,38.90277,-78.50972,Lucent,2,135,Active,,,,,,,,,,,,,,,
38,WA03SH107,EDN-EDINBURG-MSC_1,63,120,38.90277,-78.50972,Lucent,3,255,Active,,,,,,,,,,,,,,,
39,WA03SH119,EDN-EDINBURG-MSC_1,63,120,38.39834,-78.96056,Lucent,1,15,Active,,,,,,,,,,,,,,,
39,WA03SH119,EDN-EDINBURG-MSC_1,63,120,38.39834,-78.96056,Lucent,2,135,Active,,,,,,,,,,,,,,,
39,WA03SH119,EDN-EDINBURG-MSC_1,63,120,38.39834,-78.96056,Lucent,3,255,Active,,,,,,,,,,,,,,,
40,WA06SH346,EDN-EDINBURG-MSC_1,63,120,38.65222,-78.76194,Lucent,1,20,Active,,,,,,,,,,,,,,,
40,WA06SH346,EDN-EDINBURG-MSC_1,63,120,38.65222,-78.76194,Lucent,2,135,Active,,,,,,,,,,,,,,,
40,WA06SH346,EDN-EDINBURG-MSC_1,63,120,38.65222,-78.76194,Lucent,3,220,Active,,,,,,,,,,,,,,,
41,WA05SH124,EDN-EDINBURG-MSC_1,63,120,38.3926,-78.68472,Lucent,1,15,Active,,,,,,,,,,,,,,,
41,WA05SH124,EDN-EDINBURG-MSC_1,63,120,38.3926,-78.68472,Lucent,2,135,Active,,,,,,,,,,,,,,,
41,WA05SH124,EDN-EDINBURG-MSC_1,63,120,38.3926,-78.68472,Lucent,3,255,Active,,,,,,,,,,,,,,,
42,WA05SH125,EDN-EDINBURG-MSC_1,63,120,38.409583,-78.6245,Lucent,1,10,Active,,,,,,,,,,,,,,,
42,WA05SH125,EDN-EDINBURG-MSC_1,63,120,38.409583,-78.6245,Lucent,2,125,Active,,,,,,,,,,,,,,,
42,WA05SH125,EDN-EDINBURG-MSC_1,63,120,38.409583,-78.6245,Lucent,3,250,Active,,,,,,,,,,,,,,,
43,WA03SH129,EDN-EDINBURG-MSC_1,63,120,39.45722,-77.9486,Lucent,1,15,Active,,,,,,,,,,,,,,,
43,WA03SH129,EDN-EDINBURG-MSC_1,63,120,39.45722,-77.9486,Lucent,2,135,Active,,,,,,,,,,,,,,,
43,WA03SH129,EDN-EDINBURG-MSC_1,63,120,39.45722,-77.9486,Lucent,3,255,Active,,,,,,,,,,,,,,,
44,WA03SH130,EDN-EDINBURG-MSC_1,63,120,39.16889,-78.12195,Lucent,1,60,Active,,,,,,,,,,,,,,,
44,WA03SH130,EDN-EDINBURG-MSC_1,63,120,39.16889,-78.12195,Lucent,2,180,Active,,,,,,,,,,,,,,,
44,WA03SH130,EDN-EDINBURG-MSC_1,63,120,39.16889,-78.12195,Lucent,3,300,Active,,,,,,,,,,,,,,,
45,WA03SH158,EDN-EDINBURG-MSC_1,63,120,39.00611,-78.16278,Lucent,1,15,Active,,,,,,,,,,,,,,,
45,WA03SH158,EDN-EDINBURG-MSC_1,63,120,39.00611,-78.16278,Lucent,2,135,Active,,,,,,,,,,,,,,,
45,WA03SH158,EDN-EDINBURG-MSC_1,63,120,39.00611,-78.16278,Lucent,3,210,Active,,,,,,,,,,,,,,,
46,WA03SH180,EDN-EDINBURG-MSC_1,63,120,39.06828,-78.18574,Lucent,1,50,Active,,,,,,,,,,,,,,,
46,WA03SH180,EDN-EDINBURG-MSC_1,63,120,39.06828,-78.18574,Lucent,2,150,Active,,,,,,,,,,,,,,,
46,WA03SH180,EDN-EDINBURG-MSC_1,63,120,39.06828,-78.18574,Lucent,3,260,Active,,,,,,,,,,,,,,,
47,WA03SH182,EDN-EDINBURG-MSC_1,63,120,39.425,-77.80111,Lucent,1,90,Active,,,,,,,,,,,,,,,
47,WA03SH182,EDN-EDINBURG-MSC_1,63,120,39.425,-77.80111,Lucent,2,220,Active,,,,,,,,,,,,,,,
47,WA03SH182,EDN-EDINBURG-MSC_1,63,120,39.425,-77.80111,Lucent,3,340,Active,,,,,,,,,,,,,,,
48,WA03SH185,EDN-EDINBURG-MSC_1,63,120,39.75564,-77.6095,Lucent,1,70,Active,,,,,,,,,,,,,,,
48,WA03SH185,EDN-EDINBURG-MSC_1,63,120,39.75564,-77.6095,Lucent,2,160,Active,,,,,,,,,,,,,,,
48,WA03SH185,EDN-EDINBURG-MSC_1,63,120,39.75564,-77.6095,Lucent,3,290,Active,,,,,,,,,,,,,,,
49,WA03SH189,EDN-EDINBURG-MSC_1,63,120,39.64789,-77.55875,Lucent,1,30,Active,,,,,,,,,,,,,,,
49,WA03SH189,EDN-EDINBURG-MSC_1,63,120,39.64789,-77.55875,Lucent,2,260,Active,,,,,,,,,,,,,,,
