Cell#,Cascade ID,Switch,NEID,Repoll#,Latitude,Longitude,BTS Manufacturer,Sector,Azimuth,CDR Status,,,,,,,,,,,,,,,
1,NY06XC493,NY-WESTBURY 1,30,262,41.49,-73.574444,Lucent,1,330,Active,,,,,,,,,,,,,,,
1,NY06XC493,NY-WESTBURY 1,30,262,41.49,-73.574444,Lucent,2,180,Active,,,,,,,,,,,,,,,
1,NY06XC493,NY-WESTBURY 1,30,262,41.49,-73.574444,Lucent,3,270,Active,,,,,,,,,,,,,,,
2,NY06XC491,NY-WESTBURY 1,30,262,41.431666,-73.880555,Lucent,1,0,Active,,,,,,,,,,,,,,,
2,NY06XC491,NY-WESTBURY 1,30,262,41.431666,-73.880555,Lucent,2,120,Active,,,,,,,,,,,,,,,
2,NY06XC491,NY-WESTBURY 1,30,262,41.431666,-73.880555,Lucent,3,240,Active,,,,,,,,,,,,,,,
3,NY06XC485,NY-WESTBURY 1,30,262,41.322305,-73.728333,Lucent,1,0,Active,,,,,,,,,,,,,,,
3,NY06XC485,NY-WESTBURY 1,30,262,41.322305,-73.728333,Lucent,2,120,Active,,,,,,,,,,,,,,,
3,NY06XC485,NY-WESTBURY 1,30,262,41.322305,-73.728333,Lucent,3,240,Active,,,,,,,,,,,,,,,
4,NY54XC591,NY-WESTBURY 1,30,262,41.073249,-73.771839,Lucent,1,330,Active,,,,,,,,,,,,,,,
4,NY54XC591,NY-WESTBURY 1,30,262,41.073249,-73.771839,Lucent,2,150,Active,,,,,,,,,,,,,,,
4,NY54XC591,NY-WESTBURY 1,30,262,41.073249,-73.771839,Lucent,3,220,Active,,,,,,,,,,,,,,,
5,NY25XC579,NY-WESTBURY 1,30,262,40.870277,-73.916389,Lucent,1,20,Active,,,,,,,,,,,,,,,
5,NY25XC579,NY-WESTBURY 1,30,262,40.870277,-73.916389,Lucent,2,120,Active,,,,,,,,,,,,,,,
5,NY25XC579,NY-WESTBURY 1,30,262,40.870277,-73.916389,Lucent,3,190,Active,,,,,,,,,,,,,,,
6,NY15XC326,NY-WESTBURY 1,30,262,40.885833,-73.826944,Lucent,1,0,Active,,,,,,,,,,,,,,,
6,NY15XC326,NY-WESTBURY 1,30,262,40.885833,-73.826944,Lucent,2,120,Active,,,,,,,,,,,,,,,
6,NY15XC326,NY-WESTBURY 1,30,262,40.885833,-73.826944,Lucent,3,240,Active,,,,,,,,,,,,,,,
7,NY15XC327,NY-WESTBURY 1,30,262,40.851389,-73.888333,Lucent,1,0,Active,,,,,,,,,,,,,,,
7,NY15XC327,NY-WESTBURY 1,30,262,40.851389,-73.888333,Lucent,2,160,Active,,,,,,,,,,,,,,,
7,NY15XC327,NY-WESTBURY 1,30,262,40.851389,-73.888333,Lucent,3,220,Active,,,,,,,,,,,,,,,
8,NY06XC487,NY-WESTBURY 1,30,262,41.515278,-73.663889,Lucent,1,25,Active,,,,,,,,,,,,,,,
8,NY06XC487,NY-WESTBURY 1,30,262,41.515278,-73.663889,Lucent,2,120,Active,,,,,,,,,,,,,,,
8,NY06XC487,NY-WESTBURY 1,30,262,41.515278,-73.663889,Lucent,3,240,Active,,,,,,,,,,,,,,,
9,NY62XC008,NY-WESTBURY 1,30,262,40.890194,-73.822249,Lucent,1,30,Active,,,,,,,,,,,,,,,
9,NY62XC008,NY-WESTBURY 1,30,262,40.890194,-73.822249,Lucent,2,150,Active,,,,,,,,,,,,,,,
9,NY62XC008,NY-WESTBURY 1,30,262,40.890194,-73.822249,Lucent,3,270,Active,,,,,,,,,,,,,,,
10,NY60XC160,NY-WESTBURY 1,30,262,40.868219,-73.82451,Lucent,1,345,Active,,,,,,,,,,,,,,,
10,NY60XC160,NY-WESTBURY 1,30,262,40.868219,-73.82451,Lucent,2,115,Active,,,,,,,,,,,,,,,
10,NY60XC160,NY-WESTBURY 1,30,262,40.868219,-73.82451,Lucent,3,210,Active,,,,,,,,,,,,,,,
11,NY26XC371,NY-WESTBURY 1,30,262,41.061861,-73.772666,Lucent,1,10,Active,,,,,,,,,,,,,,,
11,NY26XC371,NY-WESTBURY 1,30,262,41.061861,-73.772666,Lucent,2,190,Active,,,,,,,,,,,,,,,
